Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
390,Kelly Oubre,SF,23,WAS,29,755,13.3,0.545,0.433,0.279,3.4,15.4,9.3,3.8,1.7,2.2,8.1,20.9,0.3,0.5,0.8,0.053,-1.8,-1.9,-3.6,-0.3
390,Kelly Oubre,SF,23,PHO,40,1180,16.4,0.555,0.384,0.296,4.4,14.3,9.2,8.7,2.3,2.7,10.7,24.8,0.6,0.8,1.4,0.057,-0.3,-0.9,-1.2,0.2
391,Zaza Pachulia,C,34,DET,66,856,13.5,0.542,0.022,0.649,11.5,21.3,16.2,14.5,1.7,1.7,18.8,14.7,1.1,1.2,2.3,0.127,-2.2,2.4,0.2,0.5
392,Jabari Parker,PF,23,TOT,64,1724,15.5,0.56,0.26,0.246,4.9,21.9,13.3,14.1,1.3,1.5,15.4,24.6,0.1,1.3,1.4,0.04,-1.5,-0.6,-2.1,0
392,Jabari Parker,PF,23,CHI,39,1042,14.6,0.543,0.246,0.233,4.2,21.1,12.6,13.2,1.1,1.2,14.1,25,-0.2,0.7,0.5,0.024,-2,-1,-3,-0.3
392,Jabari Parker,PF,23,WAS,25,682,17,0.587,0.284,0.267,6,23,14.4,15.4,1.6,2,17.4,24,0.3,0.6,0.9,0.063,-0.8,0.1,-0.6,0.2
393,Tony Parker,PG,36,CHO,56,1003,15.3,0.512,0.11,0.268,1.5,7.6,4.5,33.4,1,0.6,12.7,25.4,0.6,0.3,0.9,0.045,-1.5,-3.7,-5.2,-0.8
394,Chandler Parsons,SF,30,MEM,23,437,9.1,0.499,0.528,0.132,0.8,15.7,8.1,11.8,2,0.9,13.4,19.9,-0.4,0.5,0.1,0.009,-3.4,-0.6,-4,-0.2
395,Patrick Patterson,PF,29,OKC,62,859,8.1,0.493,0.626,0.137,4.8,13.1,8.8,4.6,0.9,1.3,8.7,12,0.2,0.9,1.1,0.064,-3.1,-0.7,-3.8,-0.4
396,Justin Patton,C,21,PHI,3,21,10.5,0.317,0.286,0.286,10.4,19.6,15.1,18.7,4.5,0,0,15.7,0,0,0,0.079,-2.3,2.1,-0.2,0
397,Chris Paul,PG,33,HOU,56,1797,19.5,0.557,0.489,0.29,2.1,13.9,7.9,39.4,2.9,0.9,15.8,22.6,4.2,2.1,6.3,0.168,2.8,0.2,2.9,2.2
398,Cameron Payne,PG,24,TOT,40,712,11.5,0.519,0.377,0.184,2,9.2,5.5,21.8,1.9,1.1,15.7,17.5,0.1,0.3,0.5,0.031,-1.9,-1.6,-3.5,-0.3
398,Cameron Payne,PG,24,CHI,31,536,10.3,0.492,0.351,0.149,2,8.8,5.4,22.4,1.8,1,16,17.4,-0.1,0.3,0.2,0.014,-2.7,-1.6,-4.3,-0.3
398,Cameron Payne,PG,24,CLE,9,176,15.3,0.596,0.455,0.291,1.8,10.5,6,19.9,2.3,1.5,15.1,18.1,0.2,0.1,0.3,0.083,0.5,-1.5,-1,0
399,Elfrid Payton,PG,24,NOP,40,1185,13.8,0.498,0.249,0.172,4.3,13.8,9.1,33.1,1.7,0.9,19.9,18.1,0.6,0.8,1.4,0.056,-0.7,-0.2,-0.9,0.3
400,Gary Payton,PG,26,WAS,3,16,37,0.688,0.25,0,6.7,6.9,6.8,45.1,8.9,5.2,11.1,23.9,0.1,0,0.1,0.358,9.8,5.1,14.9,0.1
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
401,Theo Pinson,SG,23,BRK,17,192,8.9,0.509,0.636,0.333,1.1,16.4,8.8,14,1.2,0,16.5,19.9,-0.1,0.2,0.1,0.021,-3.3,-1.4,-4.7,-0.1
402,Mason Plumlee,C,28,DEN,79,1650,17.9,0.608,0.024,0.458,10.5,22.3,16.4,19.1,1.9,3.9,19.7,16.3,2.8,2.8,5.5,0.161,0,3.8,3.8,2.4
403,Miles Plumlee,C,30,ATL,18,173,18.9,0.654,0,0.625,9.6,14.3,11.9,14.7,1.6,2,14,16.8,0.4,0.1,0.5,0.145,0.2,-0.3,-0.1,0.1
404,Jakob Poeltl,C,23,SAS,75,1227,19.4,0.637,0,0.326,15.6,19.8,17.7,10.2,1.1,4.5,12.7,13.3,3.4,1.5,4.9,0.191,1.6,2.5,4.1,1.9
405,Quincy Pondexter,SF,30,SAS,51,284,12.5,0.625,0.321,0.714,3.1,14.1,8.6,10.8,1.5,0.3,14,13.3,0.5,0.2,0.7,0.117,-1,-1,-2,0
406,Otto Porter,SF,25,TOT,56,1683,15.9,0.569,0.398,0.149,3.4,17.1,10.2,10.6,2.3,1.6,8.7,19.1,1.8,1.5,3.2,0.092,0.4,0.1,0.5,1.1
406,Otto Porter,SF,25,WAS,41,1191,15,0.551,0.398,0.145,3.6,17.7,10.6,9.6,2.5,1.6,7.8,18.2,1,1.1,2.1,0.084,-0.2,0.3,0.2,0.6
406,Otto Porter,SF,25,CHI,15,492,18,0.609,0.398,0.159,3.1,15.4,9.2,13,1.8,1.6,10.4,21.3,0.8,0.4,1.2,0.112,1.8,-0.4,1.3,0.4
407,Bobby Portis,PF,23,TOT,48,1252,16.1,0.532,0.302,0.155,8.8,24.9,16.7,8.6,1.3,1.4,9.9,24.6,0.5,1.1,1.6,0.061,-1.2,-1.7,-2.9,-0.3
407,Bobby Portis,PF,23,CHI,22,531,17.2,0.529,0.266,0.185,9.4,23.8,16.5,9.2,1,1.3,9,26.5,0.3,0.4,0.7,0.063,-0.9,-2.2,-3.1,-0.1
407,Bobby Portis,PF,23,WAS,26,721,15.4,0.535,0.332,0.132,8.3,25.7,16.9,8.2,1.5,1.4,10.6,23.3,0.3,0.6,0.9,0.06,-1.4,-1.4,-2.8,-0.1
408,Dwight Powell,C,27,DAL,74,1581,20.5,0.682,0.265,0.511,8.8,17.2,13.1,10.7,1.3,2.5,10,17.3,5.3,1.8,7.1,0.215,2.8,1.1,3.9,2.4
409,Norman Powell,SG,25,TOR,58,1085,12.7,0.584,0.423,0.18,1.6,11.2,6.5,11.5,1.6,1,13.4,18.9,0.8,1.3,2,0.09,-0.8,-0.4,-1.2,0.2
410,Alex Poythress,PF,25,ATL,21,305,12.2,0.571,0.284,0.358,9.8,16.6,13.2,7.7,0.6,2.8,12.2,14.3,0.4,0.1,0.5,0.086,-1.6,-0.7,-2.3,0
411,Zhou Qi,PF,23,HOU,1,1,80.6,1,0,0,0,0,0,0,0,0,0,43.4,0,0,0,1.264,22.1,-12.6,9.6,0
412,Ivan Rabb,PF,21,MEM,46,636,16.5,0.593,0.069,0.312,11.4,21.3,16.2,11,1.2,2.1,12.6,17.3,1.1,0.8,1.9,0.141,-1.2,0.6,-0.6,0.2
413,Chasson Randle,PG,25,WAS,47,693,9.8,0.559,0.508,0.291,1.5,6.9,4.2,17.3,1.6,0.4,15.4,16.3,0.4,0.2,0.6,0.04,-1.5,-2.9,-4.4,-0.4
414,Julius Randle,PF,24,NOP,73,2232,21,0.6,0.179,0.447,7.6,21.7,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.132,1.8,-0.4,1.4,1.9
415,J.J. Redick,SG,34,PHI,76,2379,15.1,0.602,0.589,0.248,0.9,7.2,4.1,13,0.6,0.6,8.1,21.8,4.7,1.2,5.9,0.119,2.6,-3.3,-0.7,0.8
416,Davon Reed,SG,23,IND,8,22,7.9,0.625,0.25,0,5.2,4.9,5.1,11.8,0,0,20,9.9,0,0,0,0.07,-2.6,-2.3,-4.9,0
417,Cameron Reynolds,SG,23,MIN,16,207,9.9,0.558,0.649,0.158,2,9.9,5.9,6.4,1.2,0.8,3.2,12.8,0.3,0.1,0.3,0.08,-0.3,-2,-2.3,0
418,Josh Richardson,SG,25,MIA,73,2539,14,0.536,0.448,0.225,2.3,8.8,5.5,17.9,1.5,1.2,9.1,20.9,3.1,2.6,5.6,0.106,1,-0.5,0.5,1.6
419,Malachi Richardson,SG,23,TOR,22,103,0.9,0.481,0.862,0.172,2.1,11.2,6.8,0,0.5,0,20.4,16.3,-0.2,0.1,-0.1,-0.06,-6.3,-4.5,-10.8,-0.2
420,Austin Rivers,SG,26,TOT,74,1984,7.6,0.504,0.569,0.168,1.4,7.6,4.4,11.4,1.1,1,10.2,14.5,0.3,0.8,1.1,0.027,-2,-1.5,-3.5,-0.8
420,Austin Rivers,SG,26,WAS,29,683,6.8,0.49,0.546,0.237,1.6,9.9,5.7,11.2,1.2,1.2,14.4,15.6,-0.4,0.2,-0.2,-0.015,-3,-1.5,-4.5,-0.4
420,Austin Rivers,SG,26,HOU,45,1301,8.1,0.511,0.581,0.132,1.3,6.4,3.7,11.4,1,0.9,7.7,14,0.7,0.6,1.3,0.049,-1.5,-1.5,-3,-0.3
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
421,Devin Robinson,SF,23,WAS,5,46,24,0.621,0,0.533,7,21.6,14.2,9.7,3.1,5.5,0,17.1,0.2,0.1,0.2,0.234,0.4,2.5,2.9,0.1
422,Duncan Robinson,PF,24,MIA,13,114,5,0.465,0.813,0.094,0,12.2,6.1,2.4,1.3,0,5.7,13.3,-0.1,0.1,0,0.019,-4.1,-2.1,-6.2,-0.1
423,Glenn Robinson,SF,25,DET,45,568,8.5,0.512,0.353,0.228,3.2,8.8,5.9,4.9,1,1,8.9,15.3,0.1,0.5,0.6,0.048,-3.4,-1.1,-4.6,-0.4
424,Jerome Robinson,SG,21,LAC,31,291,6.3,0.47,0.541,0.071,1.1,10.6,6,6.6,1.6,0.8,8.2,16,-0.2,0.2,0,0.006,-3,-1.6,-4.7,-0.2
425,Mitchell Robinson,C,20,NYK,63,1264,22.4,0.689,0,0.467,13.8,18.9,16.3,4.6,1.9,10.4,9.1,12.3,3.8,2,5.8,0.22,0.8,5.5,6.3,2.7
426,Rajon Rondo,PG,32,LAL,46,1369,12.1,0.473,0.329,0.083,2.6,15.4,9.2,35.5,1.9,0.4,22.1,17.4,-0.2,1.5,1.3,0.046,-2.1,0.4,-1.6,0.1
427,Derrick Rose,PG,30,MIN,51,1392,19.5,0.557,0.194,0.212,2.5,8.3,5.4,26.3,1.1,0.7,9.1,27.3,2.7,0.4,3,0.104,2.3,-2.9,-0.6,0.5
428,Terrence Ross,SG,27,ORL,79,2094,14.7,0.552,0.548,0.131,1.3,12.7,6.9,9.8,1.7,1.1,7.7,23.7,1.2,2.5,3.7,0.085,0.6,-1.2,-0.6,0.7
429,Terry Rozier,PG,24,BOS,77,1746,12.8,0.496,0.505,0.141,2,16.3,9.1,17.7,1.8,1.1,8.5,18.5,0.8,2.3,3.1,0.086,-1,0.3,-0.7,0.6
430,Ricky Rubio,PG,28,UTA,68,1899,14,0.52,0.348,0.312,1.9,11.7,6.9,32.1,2.3,0.4,17.8,22.8,0.9,2.9,3.8,0.097,-0.6,0.6,0,1
431,D'Angelo Russell,PG,22,BRK,79,2399,19.2,0.53,0.416,0.134,2.1,11.1,6.6,41.4,2,0.6,13.6,32,2.1,2.4,4.5,0.09,3.7,-0.6,3.1,3.1
432,Domantas Sabonis,C,22,IND,73,1808,22,0.629,0.025,0.42,11.6,29.7,20.8,18.2,1.3,1.5,16.1,23.5,4.2,3.3,7.5,0.2,1.5,2.2,3.8,2.6
433,Brandon Sampson,SG,21,CHI,12,169,6.6,0.535,0.489,0.089,1.9,7.2,4.5,7.6,1.1,1,17.6,14.7,-0.1,0.1,-0.1,-0.016,-3.8,-2,-5.7,-0.2
434,JaKarr Sampson,SF,25,CHI,3,94,29.5,0.759,0.237,0.447,4.6,23.4,13.9,5.7,1.5,2.8,6.2,22.5,0.5,0.1,0.6,0.284,4.2,-1.6,2.6,0.1
435,Dario Saric,PF,24,TOT,78,1937,13,0.562,0.462,0.22,6.7,17.4,12.1,8.9,1.1,0.3,11.6,17.6,2.2,1.2,3.4,0.085,0.3,-1.2,-1,0.5
435,Dario Saric,PF,24,PHI,13,396,8.1,0.496,0.53,0.227,5.8,16.9,11.5,8.9,0.5,0.6,14.7,18,-0.1,0.3,0.2,0.023,-2.4,-1.4,-3.8,-0.2
435,Dario Saric,PF,24,MIN,65,1541,14.3,0.579,0.445,0.218,6.9,17.5,12.2,8.9,1.3,0.3,10.7,17.5,2.3,0.9,3.2,0.1,1,-1.2,-0.2,0.7
436,Tomas Satoransky,PG,27,WAS,78,2104,14,0.586,0.305,0.297,4,10,7,24.6,1.8,0.5,16.6,14.1,3.6,0.9,4.5,0.102,0.4,-1,-0.6,0.7
437,Dennis Schroder,PG,25,OKC,76,2213,12.5,0.502,0.323,0.205,1.6,11.4,6.4,21.1,1.3,0.5,12.5,24.3,0.2,2.3,2.6,0.056,-1.8,-1.4,-3.2,-0.7
438,Mike Scott,PF,30,TOT,78,1374,8.5,0.527,0.606,0.08,3.4,16.9,10.4,6.5,0.9,0.7,9.3,14.5,0.4,1.1,1.5,0.053,-1.5,-1.2,-2.7,-0.2
438,Mike Scott,PF,30,LAC,52,748,9.4,0.521,0.578,0.078,3.5,20.6,12.3,8.1,1.1,0.8,10.2,15,0.2,0.7,0.9,0.056,-1.6,-0.7,-2.3,-0.1
438,Mike Scott,PF,30,PHI,26,626,7.5,0.535,0.641,0.082,3.3,12.5,8,4.5,0.7,0.5,8.2,13.9,0.2,0.4,0.7,0.05,-1.4,-1.8,-3.2,-0.2
439,Thabo Sefolosha,SF,34,UTA,47,545,11.5,0.601,0.538,0.169,1.2,20.5,11,5.6,3.2,0.7,14.1,12.8,0.2,1.1,1.3,0.112,-2.3,2.4,0.2,0.3
440,Wayne Selden,SG,24,TOT,73,1391,8.3,0.493,0.358,0.193,2.8,10.4,6.6,11.2,1.2,0.8,13.2,18.5,-0.9,0.7,-0.2,-0.007,-3.5,-1.6,-5.1,-1.1
440,Wayne Selden,SG,24,MEM,32,455,8.8,0.495,0.391,0.18,3.9,7.1,5.4,12.4,1.1,1.3,11.7,19.3,-0.2,0.3,0.1,0.014,-3.2,-2,-5.2,-0.4
440,Wayne Selden,SG,24,CHI,41,936,8.1,0.493,0.34,0.199,2.3,12,7.1,10.6,1.2,0.6,14,18,-0.7,0.4,-0.3,-0.018,-3.6,-1.4,-5.1,-0.7
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
441,Collin Sexton,PG,20,CLE,80,2527,12.1,0.52,0.24,0.214,2.4,8.1,5.2,14.9,0.8,0.2,12.2,25.3,0,-0.5,-0.5,-0.009,-1.4,-3.6,-5,-1.9
442,Landry Shamet,SG,21,TOT,77,1742,10.8,0.601,0.711,0.162,1.3,6.3,3.9,8.7,1,0.4,6.8,14.9,2.5,0.9,3.4,0.094,1.3,-2.4,-1.1,0.4
442,Landry Shamet,SG,21,PHI,54,1108,10.7,0.606,0.706,0.156,1.4,5.9,3.7,7.4,1,0.6,6.6,15,1.6,0.6,2.2,0.096,1,-2.5,-1.5,0.1
442,Landry Shamet,SG,21,LAC,23,634,10.9,0.592,0.721,0.174,1,7,4.1,11,1,0.1,7.3,14.7,0.9,0.3,1.2,0.091,1.8,-2.2,-0.4,0.3
443,Iman Shumpert,SG,28,TOT,61,1461,9.2,0.499,0.612,0.102,1.9,11.4,6.6,10.1,1.9,1.4,9.8,14.6,0.1,1.3,1.4,0.047,-1.5,0.2,-1.3,0.3
443,Iman Shumpert,SG,28,SAC,42,1099,10.1,0.511,0.58,0.118,1.7,10.5,6,10.7,2,1.6,9.4,15.2,0.3,1,1.3,0.056,-0.8,0.4,-0.5,0.4
443,Iman Shumpert,SG,28,HOU,19,362,6.4,0.454,0.731,0.043,2.4,14.1,8.1,8.1,1.6,0.9,11.2,12.8,-0.2,0.3,0.1,0.02,-3.3,-0.3,-3.6,-0.2
444,Pascal Siakam,PF,24,TOR,78,2493,18.7,0.624,0.223,0.319,5.5,17.4,11.6,14.7,1.4,1.7,12.3,20.8,5.5,3.4,9,0.173,2,1.4,3.4,3.4
445,Jordan Sibert,SG,26,ATL,1,4,29.8,1.5,1,0,0,0,0,0,0,0,0,10.2,0,0,0,0.183,13,-6.7,6.3,0
446,Ben Simmons,PG,22,PHI,78,2679,20,0.582,0.006,0.449,6.9,20.1,13.7,34.5,1.9,1.8,19.2,22,4.7,3.6,8.3,0.148,1.4,2.5,4,4
447,Jonathon Simmons,SG-SF,29,TOT,54,1008,7.6,0.451,0.291,0.284,2.7,9.7,6.2,15.8,1.2,1.2,14.8,18.6,-1,1,0,0,-4.6,-0.6,-5.3,-0.8
447,Jonathon Simmons,SG,29,ORL,41,845,7.4,0.445,0.29,0.252,2.9,9.9,6.3,15.8,1,1.4,15,19.3,-1,0.8,-0.2,-0.01,-4.9,-0.5,-5.4,-0.7
447,Jonathon Simmons,SF,29,PHI,13,163,8.6,0.488,0.293,0.512,2,8.8,5.5,16.2,2.3,0,13.7,15,0,0.2,0.2,0.052,-3.2,-1.2,-4.4,-0.1
448,Kobi Simmons,PG,21,CLE,1,2,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.032,-6.3,-0.9,-7.2,0
449,Anfernee Simons,SG,19,POR,19,93,0.3,0.409,0.429,0.238,0,7.9,4,6,0,0,16.2,25.2,-0.3,0,-0.3,-0.166,-8.6,-5.3,-13.9,-0.3
450,Marcus Smart,SG,24,BOS,79,2180,13.1,0.567,0.607,0.23,2.7,8.6,5.7,19.2,3.1,1.1,16.5,14.6,2.2,3.1,5.3,0.116,0.5,1.2,1.8,2.1
451,Dennis Smith,PG,21,TOT,51,1447,12.3,0.501,0.315,0.244,2.3,8.9,5.6,27.1,2.2,1.2,17.6,24.5,-1.1,1.2,0.1,0.004,-1.7,-0.8,-2.4,-0.2
451,Dennis Smith,PG,21,DAL,32,908,11.5,0.527,0.35,0.23,2.1,9.3,5.7,24.1,2.1,1,20.3,23.3,-0.7,0.9,0.2,0.011,-2.1,-0.3,-2.4,-0.1
451,Dennis Smith,PG,21,NYK,19,539,13.7,0.465,0.267,0.264,2.7,8.2,5.3,32.2,2.3,1.4,13.5,26.3,-0.4,0.3,-0.1,-0.008,-0.9,-1.5,-2.5,-0.1
452,Ish Smith,PG,30,DET,53,1178,11.3,0.478,0.278,0.126,2.1,11,6.4,25.1,1.2,0.8,11.2,19.7,0.3,1,1.4,0.055,-2,-0.9,-2.9,-0.3
453,J.R. Smith,SG,33,CLE,11,222,7.8,0.444,0.494,0.127,0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.2,0.1,-0.2,-0.037,-3.4,-1.7,-5.1,-0.2
454,Jason Smith,PF-C,32,TOT,20,190,9.8,0.492,0.441,0.271,9,20.2,14.6,9.7,0.7,3.1,16.4,17.5,0,0.2,0.2,0.038,-3.7,-0.6,-4.2,-0.1
454,Jason Smith,C,32,WAS,12,130,11.7,0.52,0.27,0.324,9.1,22.1,15.5,12.3,0.4,3.2,14.2,16.1,0.1,0.1,0.2,0.07,-2.9,-0.3,-3.2,0
454,Jason Smith,PF,32,MIL,6,40,6.3,0.468,0.692,0.154,8.1,19.2,14,3.1,2.3,4.2,26.5,19.8,-0.1,0.1,0,-0.02,-6.8,1.2,-5.7,0
454,Jason Smith,C,32,NOP,2,20,4.6,0.405,0.778,0.222,10.5,10.2,10.4,6.2,0,0,9.2,22.3,0,0,0,-0.048,-2.6,-5.8,-8.4,0
455,Zhaire Smith,SG,19,PHI,4,49,4.8,0.407,0.615,0.308,2.2,12.6,7.6,7.7,1.9,3.2,16.9,15.2,-0.1,0.1,0,-0.021,-5.7,0.6,-5.2,0
456,Tony Snell,SF,27,MIL,74,1304,10.7,0.585,0.565,0.116,2.4,9.4,6.1,6.7,0.9,1.2,5.7,12.9,1.6,1.6,3.2,0.118,-0.6,-0.4,-1,0.3
457,Ray Spalding,PF,21,TOT,12,106,17.4,0.582,0.03,0.273,14.5,24.5,19.4,4.4,2.3,4.7,15.9,17.8,0.1,0.1,0.2,0.09,-3.2,0.5,-2.7,0
457,Ray Spalding,PF,21,DAL,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,0,-6.6,0.5,-6.1,0
457,Ray Spalding,PF,21,PHO,11,105,17.5,0.582,0.03,0.273,14.6,24.7,19.6,4.5,2.3,4.7,15.9,18,0.1,0.1,0.2,0.091,-3.2,0.5,-2.6,0
458,Omari Spellman,PF,21,ATL,46,805,12.4,0.516,0.525,0.184,9.2,16.3,12.7,8,1.5,2.7,10.5,14.9,0.6,0.5,1.2,0.07,-1,0,-1.1,0.2
459,Nik Stauskas,SG,25,TOT,67,1003,11.1,0.545,0.558,0.191,1.9,11.7,6.8,11.2,1,0.6,12.1,17.6,0.7,0.5,1.1,0.055,-0.9,-2.2,-3.1,-0.3
459,Nik Stauskas,SG,25,POR,44,673,10.8,0.545,0.546,0.157,1.6,10.9,6.3,12.6,1,0.5,14,17.9,0.3,0.5,0.8,0.055,-0.9,-1.9,-2.8,-0.1
459,Nik Stauskas,SG,25,CLE,23,330,11.7,0.545,0.585,0.264,2.6,13.3,7.7,8.3,1.1,0.8,7.8,17,0.4,0,0.4,0.054,-0.7,-2.9,-3.5,-0.1
460,D.J. Stephens,SG,28,MEM,1,7,5.5,0.5,0,0,0,0,0,0,7.1,0,33.3,19.2,0,0,0,-0.118,-10,2.3,-7.6,0
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
461,Lance Stephenson,SG,28,LAL,68,1123,11.8,0.529,0.456,0.169,3,16.5,9.9,17.4,1.7,0.5,15.6,20.3,-0.1,1.2,1.1,0.048,-1.8,-0.4,-2.1,0
462,Edmond Sumner,PG,23,IND,21,178,5.7,0.395,0.4,0.26,4.5,8,6.2,6.6,2.8,2.5,12.6,15.7,-0.3,0.3,0,-0.007,-5.2,1.3,-3.9,-0.1
463,Caleb Swanigan,PF,21,TOT,20,160,2.8,0.375,0.125,0.188,9.5,28.1,19,6.5,1.2,0,25.7,18.4,-0.5,0.2,-0.3,-0.091,-9,-0.8,-9.8,-0.3
463,Caleb Swanigan,PF,21,POR,18,145,3.1,0.372,0.114,0.159,9.8,28.1,19.1,6.2,1.3,0,25.4,18.4,-0.4,0.2,-0.3,-0.086,-8.9,-0.7,-9.6,-0.3
463,Caleb Swanigan,PF,21,SAC,2,15,-0.5,0.41,0.25,0.5,6.7,28.1,17.2,8.8,0,0,29.1,19,-0.1,0,0,-0.144,-9.9,-1.9,-11.8,0
464,Jayson Tatum,SF,20,BOS,78,2449,15.2,0.548,0.301,0.221,3,17.7,10.4,10.1,1.7,2.1,9.7,22.1,1.7,3.4,5.1,0.099,-1.2,0.7,-0.6,0.9
465,Jeff Teague,PG,30,MIN,42,1264,15.4,0.528,0.252,0.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.3,1.7,0.5,2.3,0.087,0.1,-2.4,-2.4,-0.1
466,Garrett Temple,SG,32,TOT,73,2005,8.4,0.542,0.536,0.211,1.5,10.3,5.8,7.4,1.8,1.4,11.6,13.3,0.2,2,2.1,0.051,-1.8,0.6,-1.2,0.4
466,Garrett Temple,SG,32,MEM,49,1530,8.6,0.551,0.543,0.196,1.3,10,5.6,6.7,1.6,1.6,11.4,13.9,0.1,1.5,1.6,0.05,-1.9,0.5,-1.4,0.2
466,Garrett Temple,SG,32,LAC,24,475,7.8,0.509,0.51,0.27,2.1,11,6.7,9.6,2.3,0.8,12.5,11.4,0.1,0.5,0.5,0.055,-1.4,0.7,-0.7,0.2
467,Milos Teodosic,PG,31,LAC,15,150,6.5,0.557,0.675,0.175,2.2,8.9,5.7,28.9,0.9,0.5,32.8,18,-0.1,0.1,-0.1,-0.017,-2.9,-3.2,-6.1,-0.2
468,Jared Terrell,SG,23,MIN,11,76,0.4,0.377,0.444,0.074,1.4,4.3,2.8,12.2,1.9,1.1,22.3,19.8,-0.3,0,-0.2,-0.154,-7.8,-2.6,-10.4,-0.2
469,Emanuel Terry,PF,22,TOT,3,23,19.7,0.571,0,0.571,14.2,19.6,16.8,12.2,6.2,0,18.6,20.1,0,0,0.1,0.118,-0.7,2.4,1.7,0
469,Emanuel Terry,PF,22,PHO,2,20,19.9,0.654,0,0.333,10.9,22.6,16.7,8,7.2,0,22.5,19.1,0,0,0.1,0.129,-1.2,2.9,1.7,0
469,Emanuel Terry,PF,22,MIA,1,3,18.4,0.266,0,2,35.6,0,17.8,40.5,0,0,0,26.9,0,0,0,0.046,2.9,-1.4,1.5,0
470,Daniel Theis,C,26,BOS,64,876,17.3,0.628,0.248,0.295,10.4,16.2,13.3,10.6,1.2,4,10.2,16,2.3,1.2,3.5,0.191,0.9,1.5,2.4,1
471,Isaiah Thomas,SG,29,DEN,11,157,7.8,0.457,0.447,0.271,3.4,5.5,4.5,18.7,0.9,0.6,15.2,30.5,-0.3,0.1,-0.2,-0.062,-4,-4.5,-8.5,-0.3
472,Khyri Thomas,SG,22,DET,25,190,7,0.431,0.53,0.167,2.2,9.6,5.8,6.1,1.8,2.2,5.3,17,-0.1,0.2,0.1,0.018,-4.1,-0.5,-4.6,-0.1
473,Lance Thomas,PF,30,NYK,46,783,6.4,0.482,0.401,0.183,2.7,13.2,7.8,5,1,0.8,10.1,12.9,-0.3,0.3,0,0.003,-4.1,-1.2,-5.3,-0.7
474,Klay Thompson,SG,28,GSW,76,2603,16.6,0.569,0.427,0.115,1.6,10.2,6.1,10.6,1.5,1.5,7.3,25.7,2.8,2.3,5.1,0.094,1.2,-2,-0.8,0.8
475,Tristan Thompson,C,27,CLE,43,1198,18.4,0.551,0,0.279,15.4,25.6,20.3,11.2,1.2,1.2,12.1,17.7,2.1,0.5,2.7,0.107,0.2,0.2,0.4,0.7
476,Sindarius Thornwell,SG,24,LAC,62,292,5.2,0.466,0.306,0.612,1.9,13.4,7.8,7.3,2.3,1.9,23.4,11.7,-0.3,0.3,0,-0.001,-5.3,1.3,-4,-0.1
477,Anthony Tolliver,PF,33,MIN,62,1020,8.7,0.578,0.832,0.242,1.6,16.3,8.9,5.4,0.7,1.5,11.2,12.5,0.7,0.5,1.2,0.055,-1.1,-1.3,-2.3,-0.1
478,Karl-Anthony Towns,C,23,MIN,76,2511,26.3,0.62,0.273,0.336,11,29.4,20.1,17.2,1.2,4.2,13.6,28.8,7.1,3.2,10.4,0.198,4.8,1.9,6.7,5.5
479,Gary Trent,SG,20,POR,14,63,-1,0.321,0.516,0.129,1.7,13.3,7.6,4.3,0,1.3,8.4,24,-0.3,0,-0.2,-0.179,-9.3,-4.7,-14,-0.2
480,Allonzo Trier,SG,23,NYK,64,1459,12.2,0.564,0.255,0.431,2.2,12.3,7.1,12.9,0.9,0.8,15.8,21.4,0.4,0.5,0.9,0.029,-2.2,-2,-4.1,-0.8
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
481,P.J. Tucker,PF,33,HOU,80,2750,9.2,0.55,0.74,0.112,4.6,14.6,9.5,4.7,2.3,1.1,10.4,9.4,2,2.9,4.9,0.086,-0.5,1.8,1.3,2.3
