Rk_x,Player,Pos,Age,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Rk_y,Tm_y,year0,year1,year2,year3,year4,year5,Signed Using, Guaranteed 
357,eric moreland,PF,27.0,TOT,4.0,36.0,7.4,0.583,0.16699999999999998,0.0,9.2,38.7,24.1,14.4,0.0,0.0,33.3,10.7,0.0,0.1,0.1,0.083,-5.3,0.2,-5.1,0.0,507,PHO,239035,,,,,,,239035
357,eric moreland,PF,27.0,TOT,4.0,36.0,7.4,0.583,0.16699999999999998,0.0,9.2,38.7,24.1,14.4,0.0,0.0,33.3,10.7,0.0,0.1,0.1,0.083,-5.3,0.2,-5.1,0.0,540,TOR,88531,,,,,,,88531
357,eric moreland,PF,27.0,PHO,1.0,5.0,3.9,,,,0.0,67.7,33.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.078,-14.0,-3.9,-17.9,0.0,507,PHO,239035,,,,,,,239035
357,eric moreland,PF,27.0,PHO,1.0,5.0,3.9,,,,0.0,67.7,33.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.078,-14.0,-3.9,-17.9,0.0,540,TOR,88531,,,,,,,88531
357,eric moreland,PF,27.0,TOR,3.0,31.0,8.0,0.583,0.16699999999999998,0.0,10.7,34.0,22.6,16.7,0.0,0.0,33.3,12.5,0.0,0.0,0.1,0.083,-3.9,0.9,-3.0,0.0,507,PHO,239035,,,,,,,239035
357,eric moreland,PF,27.0,TOR,3.0,31.0,8.0,0.583,0.16699999999999998,0.0,10.7,34.0,22.6,16.7,0.0,0.0,33.3,12.5,0.0,0.0,0.1,0.083,-3.9,0.9,-3.0,0.0,540,TOR,88531,,,,,,,88531
358,jaylen morris,SG,23.0,MIL,4.0,29.0,12.2,0.46,0.3,0.2,0.0,16.6,8.8,18.1,3.2,0.0,8.4,17.2,0.0,0.1,0.1,0.084,-3.8,0.8,-3.0,0.0,,,,,,,,,,
359,marcus morris,PF,29.0,BOS,74.0,2060.0,14.3,0.569,0.45899999999999996,0.19899999999999998,3.9,19.5,11.7,7.6,1.0,1.0,9.1,20.9,2.0,2.5,4.5,0.105,-0.4,-1.0,-1.4,0.3,203,BOS,5375000,,,,,,Bird Rights,5375000
360,markieff morris,PF,29.0,TOT,55.0,1208.0,11.4,0.516,0.42200000000000004,0.196,4.8,16.9,10.7,8.7,1.4,1.5,9.6,19.2,0.4,1.0,1.3,0.053,-1.9,-1.1,-2.9,-0.3,150,NOP,8600000,,,,,,,8600000
360,markieff morris,PF,29.0,TOT,55.0,1208.0,11.4,0.516,0.42200000000000004,0.196,4.8,16.9,10.7,8.7,1.4,1.5,9.6,19.2,0.4,1.0,1.3,0.053,-1.9,-1.1,-2.9,-0.3,486,OKC,573295,,,,,,Cap Space,573295
360,markieff morris,PF,29.0,WAS,34.0,883.0,12.3,0.5429999999999999,0.439,0.223,5.0,16.6,10.7,9.6,1.3,1.9,11.5,19.6,0.4,0.5,0.9,0.051,-1.1,-1.0,-2.1,0.0,150,NOP,8600000,,,,,,,8600000
360,markieff morris,PF,29.0,WAS,34.0,883.0,12.3,0.5429999999999999,0.439,0.223,5.0,16.6,10.7,9.6,1.3,1.9,11.5,19.6,0.4,0.5,0.9,0.051,-1.1,-1.0,-2.1,0.0,486,OKC,573295,,,,,,Cap Space,573295
360,markieff morris,PF,29.0,OKC,21.0,325.0,8.9,0.44799999999999995,0.379,0.129,4.3,17.8,10.8,6.3,1.6,0.5,4.1,18.2,0.0,0.4,0.4,0.059000000000000004,-4.0,-1.4,-5.4,-0.3,150,NOP,8600000,,,,,,,8600000
360,markieff morris,PF,29.0,OKC,21.0,325.0,8.9,0.44799999999999995,0.379,0.129,4.3,17.8,10.8,6.3,1.6,0.5,4.1,18.2,0.0,0.4,0.4,0.059000000000000004,-4.0,-1.4,-5.4,-0.3,486,OKC,573295,,,,,,Cap Space,573295
361,monte morris,PG,23.0,DEN,79.0,1895.0,16.2,0.5760000000000001,0.32299999999999995,0.107,2.0,8.8,5.4,21.8,1.8,0.2,6.9,17.1,4.2,1.7,5.9,0.15,1.5,-1.3,0.2,1.0,439,DEN,1349383,1588231,1663861,,,,Minimum Salary,2937614
362,donatas motiejunas,PF,28.0,SAS,1.0,4.0,-7.0,0.25,0.0,0.0,27.4,0.0,13.6,0.0,0.0,21.1,20.0,55.0,-0.1,0.0,-0.1,-0.636,-28.5,-2.7,-31.1,0.0,,,,,,,,,,
363,johnathan motley,PF,23.0,LAC,21.0,144.0,17.9,0.555,0.045,0.5670000000000001,12.2,20.7,16.6,11.4,1.3,1.6,15.2,28.9,0.1,0.2,0.2,0.08,-2.3,-1.7,-4.0,-0.1,,,,,,,,,,
364,emmanuel mudiay,PG,22.0,NYK,59.0,1607.0,14.6,0.531,0.284,0.251,2.1,10.9,6.4,24.1,1.3,1.0,14.6,25.5,0.2,0.6,0.8,0.023,-0.4,-1.9,-2.4,-0.2,230,NYK,4294480,,,,,,1st round pick,4294480
365,jamal murray,PG,21.0,DEN,73.0,2382.0,16.0,0.537,0.35200000000000004,0.19,2.9,11.0,6.9,22.5,1.4,1.0,11.1,24.9,2.8,2.2,5.1,0.102,1.1,-1.0,0.1,1.3,247,DEN,3499800,4444746,,,,,1st Round pick,7944546
366,dzanan musa,SG,19.0,BRK,8.0,34.0,2.9,0.38299999999999995,0.45,0.1,3.1,9.2,6.2,5.0,2.8,0.0,16.1,30.8,-0.2,0.0,-0.2,-0.226,-9.9,-3.4,-13.3,-0.1,378,BRK,1632240,1911600,2002800,3615054,,,1st Round Pick,3543840
367,mike muscala,PF,27.0,TOT,62.0,1232.0,10.6,0.551,0.713,0.249,4.7,14.8,9.9,8.0,0.8,2.4,10.6,14.4,1.1,1.2,2.2,0.087,-0.5,-0.2,-0.7,0.4,214,LAL,5000000,,,,,,Cap space,5000000
367,mike muscala,PF,27.0,PHI,47.0,1041.0,10.4,0.56,0.716,0.27699999999999997,5.3,14.7,10.2,7.9,0.8,2.0,12.1,14.3,0.9,1.0,1.9,0.087,-0.3,-0.4,-0.7,0.4,214,LAL,5000000,,,,,,Cap space,5000000
367,mike muscala,PF,27.0,LAL,15.0,191.0,11.6,0.511,0.698,0.127,1.1,15.3,8.4,8.3,1.0,4.3,2.9,14.9,0.1,0.2,0.4,0.08900000000000001,-1.8,0.6,-1.2,0.0,214,LAL,5000000,,,,,,Cap space,5000000
368,sviatoslav mykhailiuk,SF,21.0,TOT,42.0,440.0,6.0,0.447,0.636,0.14300000000000002,2.2,6.2,4.2,10.9,1.5,0.2,12.4,16.0,-0.4,0.3,-0.1,-0.013000000000000001,-3.6,-2.1,-5.7,-0.4,414,DET,1487694,1416852,1663861,,,,Cap Space,1487694
368,sviatoslav mykhailiuk,SF,21.0,LAL,39.0,420.0,5.9,0.451,0.644,0.152,2.0,6.3,4.2,10.1,1.4,0.2,12.4,15.9,-0.4,0.3,-0.1,-0.013999999999999999,-3.7,-2.1,-5.8,-0.4,414,DET,1487694,1416852,1663861,,,,Cap Space,1487694
368,sviatoslav mykhailiuk,SF,21.0,DET,3.0,20.0,9.8,0.375,0.5,0.0,5.3,5.7,5.5,28.4,2.5,0.0,11.1,19.4,0.0,0.0,0.0,0.013999999999999999,-2.7,-2.0,-4.7,0.0,414,DET,1487694,1416852,1663861,,,,Cap Space,1487694
369,abdel nader,SF,25.0,OKC,60.0,679.0,8.6,0.527,0.46299999999999997,0.172,1.8,15.1,8.2,3.5,1.3,1.5,9.9,14.5,0.1,0.9,0.9,0.065,-4.2,-0.9,-5.1,-0.5,424,OKC,1378242,1618520,1752950,,,,,1378242
370,larry nance,C,26.0,CLE,65.0,1725.0,18.4,0.584,0.203,0.281,9.9,24.7,17.0,17.6,2.7,1.9,15.5,15.6,3.1,1.6,4.7,0.13,1.4,2.5,3.9,2.6,323,CLE,2272391,12727273,11709091,10690909,9672727,,1st Round pick,47072391
371,shabazz napier,PG,27.0,BRK,55.0,953.0,15.1,0.532,0.514,0.33,1.7,8.8,5.3,22.1,2.0,1.3,12.1,24.0,0.8,1.0,1.8,0.09,0.1,-1.2,-1.0,0.2,349,BRK,1942422,1845301,,,,,Cap Space,1942422
372,raul neto,PG,26.0,UTA,37.0,474.0,13.5,0.5579999999999999,0.373,0.205,1.4,12.6,7.1,28.8,1.4,0.7,16.6,19.0,0.5,0.6,1.2,0.11800000000000001,-1.0,-0.5,-1.5,0.1,335,UTA,2150000,2150000,,,,,,2150000
373,georges niang,PF,25.0,UTA,56.0,428.0,12.9,0.616,0.634,0.11699999999999999,2.3,16.9,9.7,10.0,1.0,0.6,9.5,16.8,0.6,0.6,1.2,0.132,0.0,-0.7,-0.7,0.1,409,UTA,1512601,1645357,1783557,,,,,1512601
374,joakim noah,C,33.0,MEM,42.0,693.0,18.6,0.5710000000000001,0.005,0.512,9.2,29.8,19.3,20.6,1.4,4.3,16.1,20.1,1.0,1.2,2.2,0.151,-1.9,3.5,1.6,0.6,56,NYK,18530000,6431666,6431666,6431666,,,,37824998
374,joakim noah,C,33.0,MEM,42.0,693.0,18.6,0.5710000000000001,0.005,0.512,9.2,29.8,19.3,20.6,1.4,4.3,16.1,20.1,1.0,1.2,2.2,0.151,-1.9,3.5,1.6,0.6,364,MEM,1731173,,,,,,,
375,nerlens noel,C,24.0,OKC,74.0,1022.0,19.3,0.606,0.0,0.287,12.0,20.4,16.1,5.7,3.0,7.6,13.0,13.8,1.8,2.4,4.2,0.19899999999999998,-1.7,5.4,3.8,1.5,360,OKC,1757429,1988119,,,,,Minimum Salary,1757429
376,dirk nowitzki,PF,40.0,DAL,48.0,719.0,9.2,0.474,0.574,0.141,0.6,19.4,10.1,6.5,0.5,1.9,4.5,21.2,-0.4,0.7,0.3,0.02,-3.6,-2.0,-5.6,-0.7,215,DAL,5000000,,,,,,Cap Space,5000000
377,frank ntilikina,PG,20.0,NYK,43.0,904.0,6.0,0.41700000000000004,0.408,0.106,1.4,8.9,5.0,19.4,1.6,1.3,15.9,16.6,-1.3,0.4,-0.9,-0.046,-4.4,-1.2,-5.6,-0.8,232,NYK,4155720,4855800,6176578,,,,1st Round Pick,9011520
378,james nunnally,SF,28.0,TOT,15.0,102.0,7.3,0.503,0.735,0.11800000000000001,0.0,5.3,2.6,9.5,0.5,0.0,2.7,15.3,0.1,0.0,0.1,0.036000000000000004,-1.6,-4.8,-6.4,-0.1,483,MIN,655632,,,,,,,655632
378,james nunnally,SF,28.0,MIN,13.0,64.0,12.1,0.593,0.619,0.19,0.0,6.7,3.3,10.8,0.7,0.0,4.2,15.6,0.1,0.0,0.1,0.098,0.3,-4.5,-4.2,0.0,483,MIN,655632,,,,,,,655632
378,james nunnally,SF,28.0,HOU,2.0,38.0,-0.8,0.34600000000000003,0.9229999999999999,0.0,0.0,3.0,1.5,7.2,0.0,0.0,0.0,14.9,-0.1,0.0,-0.1,-0.068,-4.9,-5.3,-10.2,-0.1,483,MIN,655632,,,,,,,655632
379,jusuf nurkic,C,24.0,POR,72.0,1974.0,23.4,0.57,0.035,0.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,4.4,3.4,7.8,0.19,1.5,3.6,5.1,3.5,123,POR,11111111,12000000,12000000,12000000,,,,39111111
380,david nwaba,SG,26.0,CLE,49.0,951.0,13.1,0.568,0.29,0.33299999999999996,4.6,14.0,9.1,8.2,1.8,1.5,8.2,14.6,1.3,0.3,1.6,0.08,-0.7,-0.6,-1.2,0.2,412,CLE,1512601,,,,,,Minimum Salary,1512601
381,royce o'neale,SF,25.0,UTA,79.0,1579.0,9.1,0.593,0.5,0.127,1.5,16.9,9.3,10.1,1.6,1.2,16.7,11.1,0.7,2.5,3.2,0.096,-2.1,2.3,0.3,0.9,419,UTA,1378242,1618520,,,,,Cap space,1378242
382,kyle o'quinn,C,28.0,IND,43.0,357.0,16.2,0.536,0.087,0.151,8.6,26.5,17.7,22.2,1.2,5.7,18.3,20.1,0.2,0.7,0.9,0.122,-2.6,4.1,1.5,0.3,223,IND,4449000,,,,,,Room Exception,4449000
383,semi ojeleye,PF,24.0,BOS,55.0,556.0,8.3,0.54,0.5820000000000001,0.248,4.2,11.5,7.9,4.7,0.8,0.6,10.8,13.6,0.2,0.5,0.7,0.057999999999999996,-2.6,-1.7,-4.2,-0.3,436,BOS,1378242,1618520,1752950,,,,,1378242
384,jahlil okafor,C,23.0,NOP,57.0,862.0,17.2,0.596,0.009000000000000001,0.262,9.2,21.6,15.5,6.1,0.7,3.6,11.7,19.5,1.2,0.8,2.0,0.11,-2.1,-0.5,-2.6,-0.1,389,NOP,1567007,1702486,,,,,Minimum Salary,1567007
385,elie okobo,PG,21.0,PHO,51.0,907.0,7.2,0.48,0.46,0.157,1.3,10.3,5.8,18.6,1.5,0.6,18.2,17.0,-0.8,0.2,-0.6,-0.031,-3.9,-2.2,-6.2,-0.9,447,PHO,1238464,1416852,1663861,1802057,,,,2655316
386,josh okogie,SG,20.0,MIN,71.0,1686.0,9.5,0.494,0.425,0.321,2.6,11.1,6.8,6.8,2.4,1.5,10.0,15.6,-0.1,1.3,1.2,0.035,-2.0,0.3,-1.7,0.1,334,MIN,2160720,2530680,2651040,4087904,,,1st Round Pick,4691400
387,victor oladipo,SG,26.0,IND,36.0,1147.0,17.7,0.519,0.36700000000000005,0.24,2.1,17.2,9.8,25.3,2.6,0.9,11.2,27.9,0.4,1.9,2.4,0.099,1.3,1.1,2.4,1.3,42,IND,21000000,21000000,21000000,,,,1st Round Pick,63000000
388,kelly olynyk,PF,27.0,MIA,76.0,1753.0,14.5,0.61,0.57,0.335,4.3,17.8,11.1,11.5,1.5,1.7,14.9,18.0,2.3,2.3,4.6,0.127,0.5,0.7,1.2,1.4,109,MIA,12137527,11667885,12198243,,,,Cap space,23805412
389,cedi osman,SF,23.0,CLE,74.0,2372.0,11.5,0.536,0.445,0.213,1.9,15.0,8.2,12.4,1.2,0.4,11.1,18.6,1.2,0.2,1.5,0.028999999999999998,-0.4,-1.6,-2.0,0.0,279,CLE,2775000,2907143,,,,,MLE,5682143
390,kelly oubre,SF,23.0,TOT,69.0,1935.0,15.2,0.551,0.401,0.29,4.0,14.7,9.3,6.8,2.1,2.5,9.8,23.3,0.9,1.3,2.2,0.055,-0.9,-1.3,-2.2,-0.1,262,PHO,3208630,,,,,,1st round pick,3208630
390,kelly oubre,SF,23.0,WAS,29.0,755.0,13.3,0.545,0.433,0.27899999999999997,3.4,15.4,9.3,3.8,1.7,2.2,8.1,20.9,0.3,0.5,0.8,0.053,-1.8,-1.9,-3.6,-0.3,262,PHO,3208630,,,,,,1st round pick,3208630
390,kelly oubre,SF,23.0,PHO,40.0,1180.0,16.4,0.555,0.384,0.29600000000000004,4.4,14.3,9.2,8.7,2.3,2.7,10.7,24.8,0.6,0.8,1.4,0.057,-0.3,-0.9,-1.2,0.2,262,PHO,3208630,,,,,,1st round pick,3208630
391,zaza pachulia,C,34.0,DET,66.0,856.0,13.5,0.542,0.022000000000000002,0.649,11.5,21.3,16.2,14.5,1.7,1.7,18.8,14.7,1.1,1.2,2.3,0.127,-2.2,2.4,0.2,0.5,311,DET,2393887,,,,,,Minimum Salary,2393887
392,jabari parker,PF,23.0,TOT,64.0,1724.0,15.5,0.56,0.26,0.24600000000000002,4.9,21.9,13.3,14.1,1.3,1.5,15.4,24.6,0.1,1.3,1.4,0.04,-1.5,-0.6,-2.1,0.0,46,WAS,20000000,20000000,,,,,,20000000
392,jabari parker,PF,23.0,CHI,39.0,1042.0,14.6,0.5429999999999999,0.24600000000000002,0.233,4.2,21.1,12.6,13.2,1.1,1.2,14.1,25.0,-0.2,0.7,0.5,0.024,-2.0,-1.0,-3.0,-0.3,46,WAS,20000000,20000000,,,,,,20000000
392,jabari parker,PF,23.0,WAS,25.0,682.0,17.0,0.5870000000000001,0.284,0.267,6.0,23.0,14.4,15.4,1.6,2.0,17.4,24.0,0.3,0.6,0.9,0.063,-0.8,0.1,-0.6,0.2,46,WAS,20000000,20000000,,,,,,20000000
393,tony parker,PG,36.0,CHO,56.0,1003.0,15.3,0.512,0.11,0.268,1.5,7.6,4.5,33.4,1.0,0.6,12.7,25.4,0.6,0.3,0.9,0.045,-1.5,-3.7,-5.2,-0.8,213,CHO,5000000,5000000,,,,,MLE,10000000
394,chandler parsons,SF,30.0,MEM,23.0,437.0,9.1,0.499,0.528,0.132,0.8,15.7,8.1,11.8,2.0,0.9,13.4,19.9,-0.4,0.5,0.1,0.009000000000000001,-3.4,-0.6,-4.0,-0.2,32,MEM,24107258,25102511,,,,,Cap Space,49209769
395,patrick patterson,PF,29.0,OKC,62.0,859.0,8.1,0.493,0.626,0.13699999999999998,4.8,13.1,8.8,4.6,0.9,1.3,8.7,12.0,0.2,0.9,1.1,0.064,-3.1,-0.7,-3.8,-0.4,201,OKC,5451600,5711200,,,,,MLE,5451600
396,justin patton,C,21.0,PHI,3.0,21.0,10.5,0.317,0.28600000000000003,0.28600000000000003,10.4,19.6,15.1,18.7,4.5,0.0,0.0,15.7,0.0,0.0,0.0,0.079,-2.3,2.1,-0.2,0.0,283,PHI,2667600,,,,,,1st Round Pick,2667600
397,chris paul,PG,33.0,HOU,56.0,1797.0,19.5,0.557,0.489,0.29,2.1,13.9,7.9,39.4,2.9,0.9,15.8,22.6,4.2,2.1,6.3,0.168,2.8,0.2,2.9,2.2,2,HOU,35654150,38506482,41358814,44211146,,,,159730592
398,cameron payne,PG,24.0,TOT,40.0,712.0,11.5,0.519,0.377,0.184,2.0,9.2,5.5,21.8,1.9,1.1,15.7,17.5,0.1,0.3,0.5,0.031,-1.9,-1.6,-3.5,-0.3,260,CHI,3263295,,,,,,,3263295
398,cameron payne,PG,24.0,TOT,40.0,712.0,11.5,0.519,0.377,0.184,2.0,9.2,5.5,21.8,1.9,1.1,15.7,17.5,0.1,0.3,0.5,0.031,-1.9,-1.6,-3.5,-0.3,520,CLE,177063,,,,,,,177063
398,cameron payne,PG,24.0,CHI,31.0,536.0,10.3,0.49200000000000005,0.35100000000000003,0.149,2.0,8.8,5.4,22.4,1.8,1.0,16.0,17.4,-0.1,0.3,0.2,0.013999999999999999,-2.7,-1.6,-4.3,-0.3,260,CHI,3263295,,,,,,,3263295
398,cameron payne,PG,24.0,CHI,31.0,536.0,10.3,0.49200000000000005,0.35100000000000003,0.149,2.0,8.8,5.4,22.4,1.8,1.0,16.0,17.4,-0.1,0.3,0.2,0.013999999999999999,-2.7,-1.6,-4.3,-0.3,520,CLE,177063,,,,,,,177063
398,cameron payne,PG,24.0,CLE,9.0,176.0,15.3,0.596,0.455,0.29100000000000004,1.8,10.5,6.0,19.9,2.3,1.5,15.1,18.1,0.2,0.1,0.3,0.083,0.5,-1.5,-1.0,0.0,260,CHI,3263295,,,,,,,3263295
398,cameron payne,PG,24.0,CLE,9.0,176.0,15.3,0.596,0.455,0.29100000000000004,1.8,10.5,6.0,19.9,2.3,1.5,15.1,18.1,0.2,0.1,0.3,0.083,0.5,-1.5,-1.0,0.0,520,CLE,177063,,,,,,,177063
399,elfrid payton,PG,24.0,NOP,40.0,1185.0,13.8,0.498,0.249,0.172,4.3,13.8,9.1,33.1,1.7,0.9,19.9,18.1,0.6,0.8,1.4,0.055999999999999994,-0.7,-0.2,-0.9,0.3,271,NOP,3000000,,,,,,Bi-annual Exception,3000000
400,gary payton,PG,26.0,WAS,3.0,16.0,37.0,0.688,0.25,0.0,6.7,6.9,6.8,45.1,8.9,5.2,11.1,23.9,0.1,0.0,0.1,0.358,9.8,5.1,14.9,0.1,543,WAS,85458,,,,,,,85458
401,theo pinson,SG,23.0,BRK,17.0,192.0,8.9,0.509,0.636,0.33299999999999996,1.1,16.4,8.8,14.0,1.2,0.0,16.5,19.9,-0.1,0.2,0.1,0.021,-3.3,-1.4,-4.7,-0.1,,,,,,,,,,
402,mason plumlee,C,28.0,DEN,79.0,1650.0,17.9,0.608,0.024,0.45799999999999996,10.5,22.3,16.4,19.1,1.9,3.9,19.7,16.3,2.8,2.8,5.5,0.161,0.0,3.8,3.8,2.4,99,DEN,12917808,14041096,,,,,Cap space,26958904
403,miles plumlee,C,30.0,ATL,18.0,173.0,18.9,0.654,0.0,0.625,9.6,14.3,11.9,14.7,1.6,2.0,14.0,16.8,0.4,0.1,0.5,0.145,0.2,-0.3,-0.1,0.1,103,ATL,12500000,12500000,,,,,Bird Rights,25000000
404,jakob poeltl,C,23.0,SAS,75.0,1227.0,19.4,0.637,0.0,0.326,15.6,19.8,17.7,10.2,1.1,4.5,12.7,13.3,3.4,1.5,4.9,0.191,1.6,2.5,4.1,1.9,273,SAS,2947320,3754886,,,,,1st Round pick,6702206
405,quincy pondexter,SF,30.0,SAS,51.0,284.0,12.5,0.625,0.321,0.7140000000000001,3.1,14.1,8.6,10.8,1.5,0.3,14.0,13.3,0.5,0.2,0.7,0.11699999999999999,-1.0,-1.0,-2.0,0.0,331,SAS,2165481,,,,,,,2165481
406,otto porter,SF,25.0,TOT,56.0,1683.0,15.9,0.569,0.39799999999999996,0.149,3.4,17.1,10.2,10.6,2.3,1.6,8.7,19.1,1.8,1.5,3.2,0.092,0.4,0.1,0.5,1.1,17,CHI,26011913,27250576,28489239,,,,Bird Rights,53262489
406,otto porter,SF,25.0,WAS,41.0,1191.0,15.0,0.551,0.39799999999999996,0.145,3.6,17.7,10.6,9.6,2.5,1.6,7.8,18.2,1.0,1.1,2.1,0.084,-0.2,0.3,0.2,0.6,17,CHI,26011913,27250576,28489239,,,,Bird Rights,53262489
406,otto porter,SF,25.0,CHI,15.0,492.0,18.0,0.609,0.39799999999999996,0.159,3.1,15.4,9.2,13.0,1.8,1.6,10.4,21.3,0.8,0.4,1.2,0.11199999999999999,1.8,-0.4,1.3,0.4,17,CHI,26011913,27250576,28489239,,,,Bird Rights,53262489
407,bobby portis,PF,23.0,TOT,48.0,1252.0,16.1,0.532,0.302,0.155,8.8,24.9,16.7,8.6,1.3,1.4,9.9,24.6,0.5,1.1,1.6,0.061,-1.2,-1.7,-2.9,-0.3,295,WAS,2494346,,,,,,1st Round pick,2494346
407,bobby portis,PF,23.0,CHI,22.0,531.0,17.2,0.529,0.266,0.185,9.4,23.8,16.5,9.2,1.0,1.3,9.0,26.5,0.3,0.4,0.7,0.063,-0.9,-2.2,-3.1,-0.1,295,WAS,2494346,,,,,,1st Round pick,2494346
407,bobby portis,PF,23.0,WAS,26.0,721.0,15.4,0.535,0.332,0.132,8.3,25.7,16.9,8.2,1.5,1.4,10.6,23.3,0.3,0.6,0.9,0.06,-1.4,-1.4,-2.8,-0.1,295,WAS,2494346,,,,,,1st Round pick,2494346
408,dwight powell,C,27.0,DAL,74.0,1581.0,20.5,0.682,0.265,0.511,8.8,17.2,13.1,10.7,1.3,2.5,10.0,17.3,5.3,1.8,7.1,0.215,2.8,1.1,3.9,2.4,136,DAL,9631250,10259375,,,,,Cap Space,9631250
409,norman powell,SG,25.0,TOR,58.0,1085.0,12.7,0.584,0.423,0.18,1.6,11.2,6.5,11.5,1.6,1.0,13.4,18.9,0.8,1.3,2.0,0.09,-0.8,-0.4,-1.2,0.2,140,TOR,9367200,10116576,10865952,11615328,,,Cap Space,30349728
410,alex poythress,PF,25.0,ATL,21.0,305.0,12.2,0.5710000000000001,0.284,0.358,9.8,16.6,13.2,7.7,0.6,2.8,12.2,14.3,0.4,0.1,0.5,0.086,-1.6,-0.7,-2.3,0.0,,,,,,,,,,
411,zhou qi,PF,23.0,HOU,1.0,1.0,80.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,0.0,0.0,0.0,1.264,22.1,-12.6,9.6,0.0,490,HOU,506134,,,,,,,506134
412,ivan rabb,PF,21.0,MEM,46.0,636.0,16.5,0.593,0.069,0.312,11.4,21.3,16.2,11.0,1.2,2.1,12.6,17.3,1.1,0.8,1.9,0.141,-1.2,0.6,-0.6,0.2,429,MEM,1378242,1618520,,,,,MLE,1378242
413,chasson randle,PG,25.0,WAS,47.0,693.0,9.8,0.5589999999999999,0.508,0.29100000000000004,1.5,6.9,4.2,17.3,1.6,0.4,15.4,16.3,0.4,0.2,0.6,0.04,-1.5,-2.9,-4.4,-0.4,461,WAS,869094,,,,,,Minimum Salary,869094
414,julius randle,PF,24.0,NOP,73.0,2232.0,21.0,0.6,0.179,0.447,7.6,21.7,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.132,1.8,-0.4,1.4,1.9,149,NOP,8641000,9073050,,,,,MLE,8641000
415,j.j. redick,SG,34.0,PHI,76.0,2379.0,15.1,0.602,0.589,0.248,0.9,7.2,4.1,13.0,0.6,0.6,8.1,21.8,4.7,1.2,5.9,0.11900000000000001,2.6,-3.3,-0.7,0.8,108,PHI,12250000,,,,,,,12250000
416,davon reed,SG,23.0,IND,8.0,22.0,7.9,0.625,0.25,0.0,5.2,4.9,5.1,11.8,0.0,0.0,20.0,9.9,0.0,0.0,0.0,0.07,-2.6,-2.3,-4.9,0.0,421,PHO,1378242,,,,,,,1378242
417,cameron reynolds,SG,23.0,MIN,16.0,207.0,9.9,0.5579999999999999,0.649,0.158,2.0,9.9,5.9,6.4,1.2,0.8,3.2,12.8,0.3,0.1,0.3,0.08,-0.3,-2.0,-2.3,0.0,528,MIN,108953,,,,,,,203695
417,cameron reynolds,SG,23.0,MIN,16.0,207.0,9.9,0.5579999999999999,0.649,0.158,2.0,9.9,5.9,6.4,1.2,0.8,3.2,12.8,0.3,0.1,0.3,0.08,-0.3,-2.0,-2.3,0.0,534,MIN,94742,,,,,,,203695
418,josh richardson,SG,25.0,MIA,73.0,2539.0,14.0,0.536,0.44799999999999995,0.225,2.3,8.8,5.5,17.9,1.5,1.2,9.1,20.9,3.1,2.6,5.6,0.106,1.0,-0.5,0.5,1.6,141,MIA,9367200,10100000,10800000,11600000,,,Minimum Salary,30267200
419,malachi richardson,SG,23.0,TOR,22.0,103.0,0.9,0.48100000000000004,0.862,0.172,2.1,11.2,6.8,0.0,0.5,0.0,20.4,16.3,-0.2,0.1,-0.1,-0.06,-6.3,-4.5,-10.8,-0.2,388,PHI,1569360,,,,,,,1569360
420,austin rivers,SG,26.0,TOT,74.0,1984.0,7.6,0.504,0.569,0.168,1.4,7.6,4.4,11.4,1.1,1.0,10.2,14.5,0.3,0.8,1.1,0.027000000000000003,-2.0,-1.5,-3.5,-0.8,110,PHO,12000000,,,,,,,12000000
420,austin rivers,SG,26.0,TOT,74.0,1984.0,7.6,0.504,0.569,0.168,1.4,7.6,4.4,11.4,1.1,1.0,10.2,14.5,0.3,0.8,1.1,0.027000000000000003,-2.0,-1.5,-3.5,-0.8,450,HOU,1155323,,,,,,,1155323
420,austin rivers,SG,26.0,WAS,29.0,683.0,6.8,0.49,0.546,0.237,1.6,9.9,5.7,11.2,1.2,1.2,14.4,15.6,-0.4,0.2,-0.2,-0.015,-3.0,-1.5,-4.5,-0.4,110,PHO,12000000,,,,,,,12000000
420,austin rivers,SG,26.0,WAS,29.0,683.0,6.8,0.49,0.546,0.237,1.6,9.9,5.7,11.2,1.2,1.2,14.4,15.6,-0.4,0.2,-0.2,-0.015,-3.0,-1.5,-4.5,-0.4,450,HOU,1155323,,,,,,,1155323
420,austin rivers,SG,26.0,HOU,45.0,1301.0,8.1,0.511,0.581,0.132,1.3,6.4,3.7,11.4,1.0,0.9,7.7,14.0,0.7,0.6,1.3,0.049,-1.5,-1.5,-3.0,-0.3,110,PHO,12000000,,,,,,,12000000
