Rk_x,Player,Pos,Age,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Rk_y,Tm_y,year0,year1,year2,year3,year4,year5,Signed Using, Guaranteed 
175,channing frye,C,35.0,CLE,34.0,318.0,8.8,0.517,0.6859999999999999,0.114,1.3,16.0,8.4,8.7,0.9,1.4,8.3,16.5,0.1,0.1,0.1,0.022000000000000002,-1.8,-2.7,-4.5,-0.2,313,CLE,2393887,,,,,,Minimum Salary,2393887
176,markelle fultz,SG,20.0,PHI,19.0,427.0,10.5,0.452,0.09,0.239,6.6,10.6,8.7,19.6,1.9,0.9,12.7,19.3,-0.1,0.4,0.3,0.036000000000000004,-2.9,-0.1,-3.1,-0.1,153,ORL,8339880,9745200,12288697,,,,1st Round Pick,18085080
177,danilo gallinari,SF,30.0,LAC,67.0,2035.0,21.0,0.635,0.425,0.46,2.9,18.2,10.8,13.0,1.1,0.9,8.6,23.8,6.4,1.8,8.2,0.193,4.2,-1.2,3.0,2.6,41,LAC,21587579,22615559,,,,,Sign and Trade,44203138
178,langston galloway,SG,27.0,DET,77.0,1684.0,10.8,0.541,0.647,0.16699999999999998,2.9,7.9,5.3,7.3,1.0,0.4,3.8,16.1,2.1,1.2,3.3,0.095,0.4,-1.6,-1.2,0.3,175,DET,7000000,7333333,,,,,MLE,14333333
179,billy garrett,SG,24.0,NYK,2.0,37.0,8.6,0.43200000000000005,0.308,0.154,0.0,2.9,1.4,16.4,1.3,2.3,6.7,17.1,0.0,0.0,0.0,-0.017,-4.9,-3.5,-8.3,-0.1,,,,,,,,,,
180,marc gasol,C,34.0,TOT,77.0,2379.0,16.7,0.544,0.312,0.285,3.6,25.2,14.3,22.4,1.7,3.3,13.6,20.9,1.8,3.9,5.8,0.11599999999999999,-0.3,3.2,2.9,2.9,31,TOR,24119025,25595700,,,,,Bird Rights,24119025
180,marc gasol,C,34.0,MEM,53.0,1788.0,16.9,0.541,0.324,0.294,3.4,25.6,14.3,22.7,1.7,3.4,13.4,22.3,1.0,2.8,3.9,0.10400000000000001,-0.3,3.0,2.7,2.2,31,TOR,24119025,25595700,,,,,Bird Rights,24119025
180,marc gasol,C,34.0,TOR,24.0,591.0,16.2,0.557,0.27,0.247,4.1,23.9,14.2,21.5,1.9,3.2,14.7,16.8,0.8,1.1,1.9,0.153,-0.4,3.7,3.3,0.8,31,TOR,24119025,25595700,,,,,Bird Rights,24119025
181,pau gasol,C,38.0,TOT,30.0,360.0,16.7,0.529,0.138,0.426,6.7,34.3,20.7,19.1,0.7,3.5,12.5,15.6,0.5,0.5,1.0,0.14,-2.1,2.6,0.5,0.2,77,SAS,15100000,5100000,,,,,,20200000
181,pau gasol,C,38.0,TOT,30.0,360.0,16.7,0.529,0.138,0.426,6.7,34.3,20.7,19.1,0.7,3.5,12.5,15.6,0.5,0.5,1.0,0.14,-2.1,2.6,0.5,0.2,488,MIL,527467,,,,,,,527467
181,pau gasol,C,38.0,SAS,27.0,330.0,18.0,0.544,0.114,0.43200000000000005,7.3,34.5,21.0,20.2,0.7,3.6,11.8,15.8,0.6,0.5,1.1,0.158,-1.3,2.7,1.4,0.3,77,SAS,15100000,5100000,,,,,,20200000
181,pau gasol,C,38.0,SAS,27.0,330.0,18.0,0.544,0.114,0.43200000000000005,7.3,34.5,21.0,20.2,0.7,3.6,11.8,15.8,0.6,0.5,1.1,0.158,-1.3,2.7,1.4,0.3,488,MIL,527467,,,,,,,527467
181,pau gasol,C,38.0,MIL,3.0,30.0,1.7,0.29100000000000004,0.5,0.33299999999999996,0.0,32.0,17.0,7.7,0.0,2.8,22.5,12.4,-0.1,0.1,0.0,-0.063,-10.7,1.6,-9.0,-0.1,77,SAS,15100000,5100000,,,,,,20200000
181,pau gasol,C,38.0,MIL,3.0,30.0,1.7,0.29100000000000004,0.5,0.33299999999999996,0.0,32.0,17.0,7.7,0.0,2.8,22.5,12.4,-0.1,0.1,0.0,-0.063,-10.7,1.6,-9.0,-0.1,488,MIL,527467,,,,,,,527467
182,rudy gay,PF,32.0,SAS,67.0,1797.0,17.9,0.5870000000000001,0.248,0.195,3.8,23.6,13.8,14.8,1.4,1.6,11.8,22.0,2.4,2.1,4.5,0.12,0.6,0.6,1.2,1.4,131,SAS,10087200,,,,,,Non-Bird Rights,10087200
183,paul george,SF,28.0,OKC,75.0,2762.0,23.4,0.585,0.466,0.336,3.7,19.7,11.4,17.8,2.8,1.0,10.1,29.5,6.9,4.8,11.6,0.20199999999999999,4.8,0.7,5.5,5.2,8,OKC,30560700,33005556,35450412,37895268,,,Maximum Salary,99016668
184,taj gibson,PF,33.0,MIN,70.0,1686.0,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.1,3.7,1.4,5.1,0.146,0.8,0.3,1.0,1.3,88,MIN,14000000,,,,,,Cap space,14000000
185,harry giles,PF,20.0,SAC,58.0,820.0,14.4,0.526,0.017,0.261,8.1,20.0,13.9,15.2,1.8,2.3,15.8,23.2,0.0,1.0,1.0,0.057999999999999996,-3.1,1.0,-2.1,0.0,326,SAC,2207040,2578800,3976510,,,,1st Round Pick,4785840
186,shai gilgeous-alexander,PG,20.0,LAC,80.0,2121.0,13.5,0.5539999999999999,0.19699999999999998,0.271,2.9,8.3,5.7,17.9,2.1,1.7,15.2,18.4,1.4,1.9,3.3,0.075,-0.6,0.3,-0.3,0.9,255,LAC,3375360,3952920,4141320,5495532,,,1st Round Pick,7328280
187,rudy gobert,C,26.0,UTA,79.0,2506.0,24.6,0.682,0.0,0.733,13.3,30.5,22.1,9.6,1.2,5.8,12.3,17.7,8.4,5.7,14.1,0.27,1.9,5.1,7.1,5.8,35,UTA,23241573,25008427,26525281,,,,1st Round Pick,74775281
188,brandon goodwin,PG,23.0,DEN,16.0,57.0,8.3,0.413,0.261,0.478,1.9,3.8,2.9,32.0,0.0,0.0,9.7,23.1,0.0,0.0,0.0,0.023,-4.5,-6.4,-10.8,-0.1,,,,,,,,,,
189,aaron gordon,PF,23.0,ORL,76.0,2559.0,15.0,0.536,0.335,0.243,5.1,18.4,11.7,16.8,1.1,1.8,12.3,21.8,1.6,3.3,4.9,0.091,-0.3,1.2,0.9,1.9,40,ORL,21590909,19863636,18136364,16409091,,,,76000000
190,eric gordon,SG,30.0,HOU,66.0,2103.0,12.1,0.546,0.634,0.16699999999999998,0.9,7.0,3.8,9.5,0.9,1.1,8.2,22.0,1.6,0.9,2.5,0.057,-0.1,-2.9,-2.9,-0.5,95,HOU,13500375,14057730,,,,,Cap Space,27558105
191,marcin gortat,C,34.0,LAC,47.0,751.0,12.8,0.562,0.0,0.258,9.8,26.6,18.4,12.0,0.4,2.5,19.4,14.5,0.6,0.8,1.4,0.09,-2.5,1.4,-1.1,0.2,93,LAC,13565218,,,,,,,13565218
192,devonte' graham,PG,23.0,CHO,43.0,621.0,10.6,0.46299999999999997,0.56,0.22,1.5,8.2,4.8,25.5,1.7,0.3,11.3,17.1,0.2,0.3,0.5,0.039,-1.5,-2.8,-4.3,-0.4,456,CHO,988464,1416852,1663861,,,,MLE,2405316
193,treveon graham,SG,25.0,BRK,33.0,668.0,5.8,0.456,0.665,0.129,3.3,12.4,7.9,6.3,0.9,0.8,8.6,12.4,-0.1,0.5,0.4,0.027000000000000003,-3.0,-0.1,-3.1,-0.2,413,BRK,1512601,1645357,,,,,Minimum Salary,1512601
194,jerami grant,PF,24.0,OKC,77.0,2503.0,13.7,0.589,0.35100000000000003,0.271,3.6,13.4,8.3,4.3,1.1,3.3,6.9,15.4,3.7,3.3,6.9,0.133,-0.7,1.0,0.2,1.4,146,OKC,8653847,9346153,9346153,,,,,18000000
195,jerian grant,PG,26.0,ORL,60.0,939.0,10.8,0.526,0.5,0.182,2.1,9.1,5.6,22.5,2.3,0.5,17.7,13.4,0.5,1.2,1.7,0.085,-1.9,-0.1,-2.0,0.0,285,ORL,2639314,,,,,,1st Round pick,2639314
196,donte grantham,SF,23.0,OKC,3.0,2.0,-38.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.9470000000000001,-25.2,-13.7,-38.9,0.0,,,,,,,,,,
197,danny green,SG,31.0,TOR,78.0,2156.0,12.9,0.63,0.691,0.065,3.1,12.3,7.8,7.5,1.6,1.9,10.4,14.0,2.9,2.8,5.6,0.126,1.7,1.1,2.8,2.6,134,TOR,10000000,,,,,,Bird Rights,10000000
198,draymond green,PF,28.0,GSW,64.0,2017.0,12.8,0.529,0.39899999999999997,0.217,3.2,20.6,12.3,26.9,2.1,2.8,26.7,13.0,1.2,3.0,4.2,0.1,-1.3,3.2,1.9,2.0,61,GSW,17469565,18539130,,,,,Bird Rights,36008695
199,gerald green,SG,33.0,HOU,71.0,1446.0,11.3,0.555,0.758,0.121,2.3,11.8,6.9,4.2,1.1,1.6,8.5,19.5,0.8,1.0,1.8,0.061,-0.8,-2.5,-3.3,-0.5,308,HOU,2393887,,,,,,Minimum Salary,2393887
200,jamychal green,PF,28.0,TOT,64.0,1345.0,14.8,0.586,0.366,0.21,8.5,24.7,16.6,5.8,1.6,2.3,14.4,19.5,0.9,1.9,2.9,0.102,-1.5,0.0,-1.5,0.2,162,LAC,7866667,,,,,,Bird Rights,7866667
200,jamychal green,PF,28.0,MEM,41.0,900.0,14.9,0.58,0.308,0.256,8.8,22.9,15.7,6.5,1.8,2.7,15.6,20.4,0.4,1.4,1.8,0.095,-2.1,0.6,-1.5,0.1,162,LAC,7866667,,,,,,Bird Rights,7866667
200,jamychal green,PF,28.0,LAC,23.0,445.0,14.5,0.598,0.484,0.11599999999999999,7.9,28.4,18.5,4.3,1.3,1.2,11.9,17.5,0.5,0.6,1.1,0.11599999999999999,-0.5,-1.2,-1.7,0.0,162,LAC,7866667,,,,,,Bird Rights,7866667
201,jeff green,PF,32.0,WAS,75.0,2056.0,13.6,0.613,0.465,0.298,3.0,13.2,8.0,9.1,1.0,1.6,11.5,17.5,2.9,0.8,3.6,0.085,0.3,-1.3,-1.0,0.5,301,WAS,2393887,,,,,,Minimum Salary,2393887
202,blake griffin,PF,29.0,DET,73.0,2571.0,21.3,0.584,0.386,0.414,4.1,20.3,11.9,27.3,1.0,0.9,13.8,30.3,5.2,2.8,8.0,0.149,4.4,0.4,4.8,4.4,5,DET,32088932,34234964,36595996,38957028,,,Bird Rights,102919892
203,daniel hamilton,SG,23.0,ATL,19.0,204.0,7.1,0.455,0.38299999999999995,0.1,5.1,19.6,12.2,14.6,1.4,0.4,20.3,15.7,-0.2,0.1,-0.1,-0.024,-4.9,-0.9,-5.8,-0.2,445,ATL,1349383,,,,,,,1349383
204,dusty hannahs,SG,25.0,MEM,2.0,26.0,4.6,0.311,0.41700000000000004,0.16699999999999998,0.0,4.4,2.2,28.9,1.9,0.0,7.2,23.9,-0.1,0.0,-0.1,-0.126,-7.1,-5.1,-12.2,-0.1,558,MEM,47371,,,,,,10-Day Contract,47371
205,tim hardaway,SG,26.0,TOT,65.0,2057.0,13.6,0.527,0.48,0.278,1.7,9.9,5.7,12.7,1.3,0.3,8.6,25.3,1.0,0.8,1.8,0.043,0.5,-2.9,-2.4,-0.2,63,DAL,17325000,18150000,18975000,,,,Cap space,35475000
205,tim hardaway,SG,26.0,NYK,46.0,1499.0,14.4,0.531,0.46399999999999997,0.321,1.8,9.7,5.6,13.4,1.3,0.3,8.9,25.9,1.0,0.5,1.5,0.048,1.0,-3.1,-2.1,0.0,63,DAL,17325000,18150000,18975000,,,,Cap space,35475000
205,tim hardaway,SG,26.0,DAL,19.0,558.0,11.7,0.514,0.524,0.161,1.4,10.3,5.9,10.9,1.0,0.3,7.7,23.9,0.0,0.3,0.4,0.031,-0.7,-2.6,-3.3,-0.2,63,DAL,17325000,18150000,18975000,,,,Cap space,35475000
206,james harden,PG,29.0,HOU,76.0,2801.0,30.6,0.615,0.539,0.449,2.5,17.4,9.8,39.8,2.7,1.7,14.4,40.5,11.2,3.6,14.8,0.253,10.6,1.1,11.7,9.7,10,HOU,30431854,37800000,40824000,43848000,46872000,,Bird Rights,152903854
207,maurice harkless,SF,25.0,POR,58.0,1360.0,12.8,0.537,0.312,0.175,5.9,14.0,10.0,7.3,2.4,2.9,9.9,13.8,1.2,1.9,3.1,0.10800000000000001,-0.4,2.4,2.0,1.4,125,POR,10837079,11511234,,,,,Cap Space,22348313
208,montrezl harrell,C,25.0,LAC,80.0,2106.0,23.4,0.636,0.02,0.46799999999999997,9.4,16.8,13.2,12.2,1.5,4.1,10.9,23.4,6.0,2.6,8.6,0.195,2.6,1.5,4.1,3.2,190,LAC,6000000,6000000,,,,,,12000000
209,devin harris,PG,35.0,DAL,65.0,993.0,10.7,0.527,0.584,0.38799999999999996,1.2,9.9,5.6,16.4,1.7,1.1,11.9,18.5,0.5,0.9,1.4,0.068,-1.2,-1.0,-2.2,-0.1,312,DAL,2393887,,,,,,Minimum Salary,2393887
210,gary harris,SG,24.0,DEN,54.0,1555.0,12.0,0.524,0.391,0.22699999999999998,2.7,8.1,5.4,11.1,1.6,1.0,9.0,19.9,1.0,1.4,2.5,0.076,-0.8,-1.0,-1.8,0.1,69,DEN,16517857,17839286,19160714,20482143,,,1st Round Pick,74000000
211,joe harris,SG,27.0,BRK,75.0,2263.0,13.5,0.643,0.514,0.17800000000000002,2.4,10.9,6.7,11.9,0.8,0.6,12.9,17.0,3.7,1.6,5.3,0.113,1.4,-0.5,0.9,1.6,154,BRK,8333333,7670000,,,,,Early Bird Rights,16003333
212,tobias harris,PF,26.0,TOT,81.0,2827.0,17.4,0.596,0.313,0.248,2.6,20.7,11.9,12.6,0.9,1.0,9.9,22.7,4.6,2.7,7.3,0.124,1.2,-0.6,0.7,1.9,81,PHI,14800000,,,,,,Bird Rights,14800000
212,tobias harris,PF,26.0,LAC,55.0,1903.0,18.3,0.605,0.302,0.256,2.1,21.3,12.0,12.5,1.0,1.0,10.3,23.5,3.3,1.8,5.1,0.129,1.6,-0.5,1.1,1.5,81,PHI,14800000,,,,,,Bird Rights,14800000
212,tobias harris,PF,26.0,PHI,26.0,924.0,15.7,0.5760000000000001,0.337,0.23,3.5,19.4,11.7,12.7,0.6,1.1,9.1,21.0,1.4,0.8,2.2,0.114,0.5,-0.8,-0.3,0.4,81,PHI,14800000,,,,,,Bird Rights,14800000
213,andrew harrison,PG,24.0,TOT,17.0,187.0,5.8,0.44299999999999995,0.47200000000000003,0.34,3.4,8.4,5.8,17.1,1.1,0.9,16.5,16.8,-0.1,0.0,-0.1,-0.026000000000000002,-3.8,-2.7,-6.5,-0.2,511,MEM,200000,,,,,,,200000
213,andrew harrison,PG,24.0,MEM,1.0,5.0,4.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,-0.012,-4.1,-6.2,-10.3,0.0,511,MEM,200000,,,,,,,200000
213,andrew harrison,PG,24.0,CLE,10.0,144.0,6.6,0.467,0.359,0.41,3.0,8.8,5.8,16.3,1.4,1.2,17.8,17.0,-0.1,0.0,-0.1,-0.021,-3.9,-2.2,-6.1,-0.1,511,MEM,200000,,,,,,,200000
213,andrew harrison,PG,24.0,NOP,6.0,38.0,3.1,0.349,0.833,0.16699999999999998,5.5,8.1,6.8,22.3,0.0,0.0,13.4,16.1,0.0,0.0,0.0,-0.05,-3.1,-4.4,-7.4,-0.1,511,MEM,200000,,,,,,,200000
214,shaquille harrison,PG,25.0,CHI,71.0,1382.0,12.2,0.493,0.21,0.295,2.6,14.3,8.4,14.2,3.1,1.6,11.4,16.3,-0.1,1.5,1.4,0.048,-2.7,1.4,-1.3,0.3,446,CHI,1311265,,,,,,,1311265
214,shaquille harrison,PG,25.0,CHI,71.0,1382.0,12.2,0.493,0.21,0.295,2.6,14.3,8.4,14.2,3.1,1.6,11.4,16.3,-0.1,1.5,1.4,0.048,-2.7,1.4,-1.3,0.3,548,PHO,50000,,,,,,,50000
215,josh hart,SG,23.0,LAL,67.0,1715.0,9.3,0.526,0.591,0.172,2.2,12.5,7.5,7.0,1.7,1.9,10.4,13.5,0.2,1.9,2.1,0.059000000000000004,-1.8,1.0,-0.7,0.5,373,LAL,1655160,1934160,3491159,,,,1st Round Pick,3589320
216,isaiah hartenstein,PF,20.0,HOU,28.0,221.0,10.0,0.562,0.146,0.341,10.3,13.3,11.8,9.5,1.6,4.6,21.6,11.8,0.2,0.3,0.5,0.10099999999999999,-3.0,2.4,-0.6,0.1,473,HOU,838464,1416852,1663861,,,,MLE,838464
217,udonis haslem,C,38.0,MIA,8.0,35.0,0.0,0.33299999999999996,0.444,0.0,3.0,33.6,18.3,0.0,0.0,0.0,18.2,13.5,-0.1,0.0,-0.1,-0.08199999999999999,-12.7,-5.1,-17.8,-0.1,305,MIA,2393887,,,,,,Minimum Salary,2393887
